tree_id,legal_status,species,address,site_order,site_info,caretaker,date,dbh,plot_size,latitude,longitude
52168,Permitted Site,Koelreuteria paniculata :: Golden Rain Tree,1064 Florida St,1.0,Sidewalk: Curb side : Cutout,Private,2005-11-01,,,37.754905392409604,-122.41036423903601
85583,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,1500 Palou Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-03-21,3.0,3x3,37.7329964475839,-122.389052889382
40031,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,1656 Newcomb Ave,1.0,Sidewalk: Curb side : Cutout,Private,1999-02-03,,,37.7358504391775,-122.390720277971
4895,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,10 Rosie Lee Ln,1.0,Sidewalk: Curb side : Cutout,DPW,1993-04-19,12.0,3X4,37.7317442992597,-122.379604608867
35391,Permitted Site,Ficus microcarpa :: Chinese Banyan,23 Orben Pl,1.0,Sidewalk: Curb side : Cutout,Private,1998-02-26,,,37.7882737292741,-122.432960994436
69399,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1150 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,1994-05-09,12.0,,37.7127209759558,-122.43732557094
40459,Permitted Site,Arbutus unedo :: Strawberry Tree,256 Gates St,1.0,Sidewalk: Curb side : Cutout,Private,1999-06-11,,,37.739512678985896,-122.414083219638
95809,DPW Maintained,Melaleuca ericifolia :: Heath Melaleuca,691 Tennessee St,1.0,Sidewalk: Curb side : Cutout,Private,2011-08-19,4.0,3x3,37.7631206885995,-122.389646729328
48912,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1930 Vallejo St,1.0,Sidewalk: Curb side : Cutout,Private,2002-11-22,2.0,3x3,37.796061152762796,-122.429113506091
261117,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,331 Thornton Ave,7.0,Sidewalk: Curb side : Cutout,Private,2019-10-19,3.0,4x6,37.731072125738,-122.395486430266
57209,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2898 Clay St,1.0,Sidewalk: Curb side : Cutout,Private,2014-12-15,3.0,,37.7899874194288,-122.440410066565
17065,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1345 Oak St,1.0,Sidewalk: Curb side : Cutout,Private,1991-12-19,6.0,3X3,37.7725354591824,-122.441456517022
9618,DPW Maintained,Acer buergeranum :: Trident Maple,1400 Golden Gate Ave,1.0,Sidewalk: Curb side : Cutout,Private,2018-06-12,3.0,3X3,37.7793993714118,-122.43379332982599
10530,DPW Maintained,Lophostemon confertus :: Brisbane Box,101 Harbor Rd,11.0,Sidewalk: Curb side : Cutout,DPW,2004-03-22,3.0,3X4,37.7319073553399,-122.378036267473
87391,DPW Maintained,Trachycarpus fortunei :: Windmill Palm,3322 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,2015-01-24,3.0,3x3,37.800247665053,-122.43605331890801
30508,Permitted Site,Laurus nobilis :: Sweet Bay: Grecian Laurel,363 Holyoke St,1.0,Sidewalk: Curb side : Cutout,Private,1998-07-06,,,37.72681424554771,-122.40864217293199
88114,DPW Maintained,Cordyline australis :: Dracena Palm,3345 Kirkham St,2.0,Sidewalk: Curb side : Cutout,Private,2008-07-01,2.0,3x3,37.75887047469129,-122.49701073194099
42726,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,7.0,Sidewalk: Curb side : Cutout,Private,2000-06-26,7.0,,37.728882521597704,-122.395063232696
46095,Permitted Site,Crataegus phaenopyrum :: Washington Hawthorn,647 Los Palmos Dr,2.0,Sidewalk: Curb side : Cutout,Private,2001-12-18,,,37.734981320791,-122.45642790043199
203946,DPW Maintained,Agonis flexuosa :: Peppermint Willow,2467 16th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2020-01-08,3.0,Width 3ft,37.741948072837296,-122.472478660456
30846,Permitted Site,Maytenus boaria :: Mayten,126 Corbett Ave,1.0,Sidewalk: Curb side : Cutout,Private,1995-02-16,,,37.7617023272207,-122.44117209081301
200925,DPW Maintained,Tristania conferta ::,4100 03rd St,3.0,Sidewalk: Curb side : Cutout,Private,2017-04-26,3.0,Width 0ft,37.7400326248174,-122.389023874228
96070,Permitted Site,Magnolia grandiflora 'Russet' :: Russet Magnolia,757 Treat Ave,2.0,Sidewalk: Curb side : Cutout,Private,2011-08-03,,3x3,37.75801392865829,-122.413367004042
50308,Permitted Site,Prunus spp :: Cherry,701 (REVISED) Grafton Ave,1.0,Sidewalk: Curb side : Cutout,Private,2003-12-30,,,37.719949548569396,-122.46024830726499
70592,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,312 Athens St,1.0,Sidewalk: Curb side : Cutout,Private,1994-08-06,4.0,,37.7230253908821,-122.42747709790001
68303,DPW Maintained,Cordyline australis :: Dracena Palm,2110 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2012-03-17,1.0,,37.746986173397104,-122.507060845065
89009,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,800 Chestnut St,,Sidewalk: Curb side : Cutout,Private,2008-09-29,,,37.8033984824,-122.41654007794399
24440,DPW Maintained,Melaleuca quinquenervia :: Cajeput,99X Peter Yorke Way,8.0,Sidewalk: Curb side : Cutout,DPW,1995-05-20,6.0,3X3,37.7864501414891,-122.423301466307
256105,Planning Code 138.1 required,Tristaniopsis laurina :: Swamp Myrtle,1935 34th Ave,1.0,Sidewalk: Property side : Cutout,Private,2018-09-06,3.0,3x3,37.75099598489079,-122.49243932641599
92618,Permitted Site,Lophostemon confertus :: Brisbane Box,2X Hickory St,2.0,Sidewalk: Curb side : Cutout,Private,2009-08-31,3.0,3x3,37.7759425314636,-122.41954944541901
84160,Permitted Site,Ulmus carpinifolia 'Frontier' :: Frontier Elm 'Frontier',2747 19th St,5.0,Sidewalk: Curb side : Cutout,Private,2009-07-21,5.0,3x3,37.7604442497563,-122.409480707587
40425,Permitted Site,Prunus serrulata :: Ornamental Cherry,175 Valdez Ave,2.0,Sidewalk: Curb side : Cutout,Private,1999-06-03,,,37.7310042675093,-122.45558972239401
42308,Permitted Site,Trachycarpus fortunei :: Windmill Palm,249 Edna St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-23,,,37.7286709604577,-122.446651628377
105470,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,833 Jamestown Ave,5.0,Sidewalk: Curb side : Cutout,Private,2014-01-30,,3x3,37.7166342161119,-122.390516776389
64748,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,131 03rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1988-11-15,13.0,,37.7862138320264,-122.461516681889
33183,Permitted Site,Magnolia grandiflora :: Southern Magnolia,535 Dewey Blvd,2.0,Sidewalk: Curb side : Cutout,Private,1996-11-06,,,37.7448706829396,-122.46213852986901
15799,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,4950 Mission St,5.0,Sidewalk: Curb side : Cutout,DPW,2003-08-08,12.0,3X3,37.7195877108284,-122.438839886053
85930,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1696 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-18,3.0,3x3,37.7559513307755,-122.484034021792
68999,DPW Maintained,Olea europaea :: Olive Tree,1937 48th Ave,1.0,Sidewalk: Curb side : Cutout,Private,1994-01-04,3.0,,37.750292434094796,-122.507442861533
49592,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2333  REVISED Buchanan St,6.0,Sidewalk: Curb side : Cutout,Private,2003-05-16,4.0,,37.7906193964074,-122.43089869812599
254740,Planning Code 138.1 required,Metrosideros excelsa :: New Zealand Xmas Tree,1814 42nd Ave,1.0,Sidewalk: Property side : Cutout,Private,2018-03-27,3.0,3x3,37.752798609062,-122.500934388909
66274,DPW Maintained,Pittosporum undulatum :: Victorian Box,900 Hyde St,1.0,Sidewalk: Curb side : Cutout,Private,2013-11-01,2.0,4x4,37.789275246315796,-122.416960995177
50181,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1223 Shrader St,1.0,Sidewalk: Curb side : Cutout,Private,2003-08-18,,,37.7636319916344,-122.4510905637
34497,Permitted Site,Prunus cerasifera :: Cherry Plum,260 Banks St,2.0,Sidewalk: Curb side : Cutout,Private,1997-07-15,,,37.7396632941249,-122.412818261637
97762,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,122 08th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2015-12-01,3.0,3x3,37.7860849670164,-122.4667101381
63908,DPW Maintained,Ficus retusa nitida :: Banyan Fig,2125 Powell St,1.0,Sidewalk: Curb side : Cutout,Private,1987-08-03,14.0,,37.8044019445665,-122.411739972568
48574,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1649 15th St,1.0,Sidewalk: Curb side : Cutout,Private,2002-08-28,,,37.76653768183861,-122.420889619536
5147,DPW Maintained,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,228 Divisadero St,1.0,Sidewalk: Curb side : Cutout,DPW,2016-04-21,3.0,3x3,37.7708973412472,-122.436852124872
30636,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,1690 Folsom St,1.0,Sidewalk: Curb side : Cutout,Private,2004-06-23,3.0,3x3,37.770413303673394,-122.4154029268
60076,Permitted Site,Maytenus boaria :: Mayten,1245 23rd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1982-03-16,,,37.764402833339204,-122.481571067116
48973,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1409 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2002-12-05,10.0,3x3,37.7618782478409,-122.468396910406
27797,Permitted Site,Corymbia ficifolia :: Red Flowering Gum,899X Junipero Serra Blvd,3.0,Sidewalk: Curb side : Cutout,PUC,2001-03-17,3.0,3,37.7216528879997,-122.47220960661998
5156,DPW Maintained,Pyrus calleryana :: Ornamental Pear,270 Divisadero St,1.0,Sidewalk: Curb side : Cutout,DPW,1990-03-22,2.0,,37.7717089596497,-122.43701070699899
214188,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,358 San Benito Way,1.0,Sidewalk: Curb side : Cutout,Private,1972-02-03,21.0,Width 3ft,37.7301878137975,-122.467274844971
